"signal_type","signal_label","fixture_id","date","round","team","opponent","score","result","ball_possession","total_shots","shots_on_goal","shot_accuracy_pct","goals_per_shot_on_goal","corner_kicks","fouls","yellow_cards","passes_pct","signal_strength","note"
"low_shots_win","低射门赢球","855750","2022-11-26T13:00:00+00:00","Group Stage - 2","Poland","Saudi Arabia","2-0","Win","36","9","3","33.3","0.67","4","18","3","77","9","Poland 全场射门 9 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","978279","2022-12-13T19:00:00+00:00","Semi-finals","Argentina","Croatia","3-0","Win","39","9","7","77.8","0.43","2","15","2","83","9","Argentina 全场射门 9 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","871852","2022-11-26T10:00:00+00:00","Group Stage - 2","Australia","Tunisia","1-0","Win","42","9","2","22.2","0.5","2","15","0","68","9","Australia 全场射门 9 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","855742","2022-11-23T19:00:00+00:00","Group Stage - 1","Belgium","Canada","1-0","Win","54","9","3","33.3","0.33","4","11","3","83","9","Belgium 全场射门 9 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","978072","2022-12-09T15:00:00+00:00","Quarter-finals","Croatia","Brazil","1-1","Win","51","9","1","11.1","1","3","22","2","88","9","Croatia 全场射门 9 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","978088","2022-12-10T15:00:00+00:00","Quarter-finals","Morocco","Portugal","1-0","Win","27","9","3","33.3","0.33","3","15","3","71","9","Morocco 全场射门 9 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","976534","2022-12-04T19:00:00+00:00","Round of 16","England","Senegal","3-0","Win","61","8","4","50","0.75","3","16","0","86","8","England 全场射门 8 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","978036","2022-12-10T19:00:00+00:00","Quarter-finals","France","England","2-1","Win","43","8","5","62.5","0.4","2","14","3","81","8","France 全场射门 8 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","871854","2022-11-30T15:00:00+00:00","Group Stage - 3","Australia","Denmark","1-0","Win","31","8","4","50","0.25","2","11","2","64","8","Australia 全场射门 8 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","855757","2022-11-28T13:00:00+00:00","Group Stage - 2","Ghana","South Korea","3-2","Win","37","7","3","42.9","1","5","9","2","79","7","Ghana 全场射门 7 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","855771","2022-12-02T19:00:00+00:00","Group Stage - 3","Cameroon","Brazil","1-0","Win","35","7","3","42.9","0.33","3","14","5","77","7","Cameroon 全场射门 7 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","855743","2022-11-24T10:00:00+00:00","Group Stage - 1","Switzerland","Cameroon","1-0","Win","51","7","3","42.9","0.33","11","12","2","84","7","Switzerland 全场射门 7 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","855736","2022-11-20T16:00:00+00:00","Group Stage - 1","Ecuador","Qatar","2-0","Win","53","6","3","50","0.67","3","15","2","85","6","Ecuador 全场射门 6 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","855768","2022-12-01T19:00:00+00:00","Group Stage - 3","Japan","Spain","2-1","Win","18","6","3","50","0.67","0","9","3","67","6","Japan 全场射门 6 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","977345","2022-12-06T15:00:00+00:00","Round of 16","Morocco","Spain","0-0","Win","23","6","2","33.3","0","0","15","1","71","6","Morocco 全场射门 6 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","855767","2022-12-01T15:00:00+00:00","Group Stage - 3","Morocco","Canada","2-1","Win","41","6","2","33.3","1","2","14","0","79","6","Morocco 全场射门 6 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","855763","2022-11-30T15:00:00+00:00","Group Stage - 3","Tunisia","France","1-0","Win","34","5","3","60","0.33","7","14","1","78","5","Tunisia 全场射门 5 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","855752","2022-11-26T19:00:00+00:00","Group Stage - 2","Argentina","Mexico","2-0","Win","59","5","2","40","1","4","15","1","84","5","Argentina 全场射门 5 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","871853","2022-11-27T10:00:00+00:00","Group Stage - 2","Costa Rica","Japan","1-0","Win","43","4","1","25","1","0","9","3","80","4","Costa Rica 全场射门 4 次但赢球，体现效率型比赛样本。"
"low_shots_win","低射门赢球","855737","2022-11-22T10:00:00+00:00","Group Stage - 1","Saudi Arabia","Argentina","2-1","Win","31","3","2","66.7","1","2","21","6","68","3","Saudi Arabia 全场射门 3 次但赢球，体现效率型比赛样本。"
"many_shots_not_win","射门多未胜","855741","2022-11-23T13:00:00+00:00","Group Stage - 1","Germany","Japan","1-2","Loss","74","26","9","34.6","0.11","6","6","0","89","26","Germany 全场射门 26 次，但结果为 Loss。射门数量不等于进攻质量。"
"many_shots_not_win","射门多未胜","855757","2022-11-28T13:00:00+00:00","Group Stage - 2","South Korea","Ghana","2-3","Loss","63","22","7","31.8","0.29","12","13","2","86","22","South Korea 全场射门 22 次，但结果为 Loss。射门数量不等于进攻质量。"
"many_shots_not_win","射门多未胜","855742","2022-11-23T19:00:00+00:00","Group Stage - 1","Canada","Belgium","0-1","Loss","46","22","3","13.6","0","4","14","2","82","22","Canada 全场射门 22 次，但结果为 Loss。射门数量不等于进攻质量。"
"many_shots_not_win","射门多未胜","855771","2022-12-02T19:00:00+00:00","Group Stage - 3","Brazil","Cameroon","0-1","Loss","65","21","7","33.3","0","11","14","2","88","21","Brazil 全场射门 21 次，但结果为 Loss。射门数量不等于进攻质量。"
"many_shots_not_win","射门多未胜","978072","2022-12-09T15:00:00+00:00","Quarter-finals","Brazil","Croatia","1-1","Loss","49","21","11","52.4","0.09","7","24","3","89","21","Brazil 全场射门 21 次，但结果为 Loss。射门数量不等于进攻质量。"
"many_shots_not_win","射门多未胜","976533","2022-12-03T15:00:00+00:00","Round of 16","USA","Netherlands","1-3","Loss","58","17","8","47.1","0.12","5","5","0","83","17","USA 全场射门 17 次，但结果为 Loss。射门数量不等于进攻质量。"
"many_shots_not_win","射门多未胜","978036","2022-12-10T19:00:00+00:00","Quarter-finals","England","France","1-2","Loss","57","16","8","50","0.12","5","10","1","88","16","England 全场射门 16 次，但结果为 Loss。射门数量不等于进攻质量。"
"many_shots_not_win","射门多未胜","855766","2022-12-01T15:00:00+00:00","Group Stage - 3","Belgium","Croatia","0-0","Draw","52","16","3","18.8","0","4","9","1","88","16","Belgium 全场射门 16 次，但结果为 Draw。射门数量不等于进攻质量。"
"many_shots_not_win","射门多未胜","855750","2022-11-26T13:00:00+00:00","Group Stage - 2","Saudi Arabia","Poland","0-2","Loss","64","16","5","31.2","0","5","15","2","85","16","Saudi Arabia 全场射门 16 次，但结果为 Loss。射门数量不等于进攻质量。"
"many_shots_not_win","射门多未胜","855748","2022-11-25T16:00:00+00:00","Group Stage - 2","Ecuador","Netherlands","1-1","Draw","46","15","4","26.7","0.25","5","12","1","79","15","Ecuador 全场射门 15 次，但结果为 Draw。射门数量不等于进攻质量。"
"many_shots_not_win","射门多未胜","855734","2022-11-21T16:00:00+00:00","Group Stage - 1","Senegal","Netherlands","0-2","Loss","47","15","4","26.7","0","6","13","2","80","15","Senegal 全场射门 15 次，但结果为 Loss。射门数量不等于进攻质量。"
"many_shots_not_win","射门多未胜","855737","2022-11-22T10:00:00+00:00","Group Stage - 1","Argentina","Saudi Arabia","1-2","Loss","69","15","6","40","0.17","9","7","0","85","15","Argentina 全场射门 15 次，但结果为 Loss。射门数量不等于进攻质量。"
"many_shots_not_win","射门多未胜","855756","2022-11-28T10:00:00+00:00","Group Stage - 2","Serbia","Cameroon","3-3","Draw","59","15","5","33.3","0.6","3","13","2","81","15","Serbia 全场射门 15 次，但结果为 Draw。射门数量不等于进攻质量。"
